0.013564747,-0.421712235,-1.148648792,-0.23228489,-1.433797755
0.21800664,-0.831992258,-0.376305932,-0.309855032,-0.736765724
0.667778588,-0.610627154,-0.643186902,-0.147747656,0.128571906
0.741092892,-0.42229491,0.012566081,0.361165736,0.177586479
-0.358350062,0.323788375,-0.104363021,0.265248276,-0.347313988
-0.617428166,-0.257682836,-0.265930052,-0.25455874,-0.260913467
0.054184905,-1.074954228,-0.109846713,0.773346566,0.813631378
0.037778293,-0.000155501,-0.794491796,-0.236570048,0.730943819
0.317551693,0.947103167,-0.527001613,-0.226306824,0.241493009
0.107441564,0.886885637,-0.93903931,0.095927841,-0.381469549
-0.936932469,1.030993937,-0.63268579,-0.477600825,-0.213066573
0.155351268,1.636568136,-0.164245508,-0.481405792,-0.221763693
-0.526106285,1.403047809,-0.717182746,0.148979018,0.151345398
-0.357017165,1.414017862,-0.409842108,0.721804955,0.048643261
-0.369632909,1.246547916,-0.631588907,1.037438728,-0.503412358
-0.5017127,0.888388307,-0.945768075,1.202499755,0.403744702
0.416161659,0.388014625,-1.302010076,-0.328285225,0.923386742
-0.840313826,0.063356938,-0.517046838,-0.381979092,0.631905961
-0.874167317,0.259695244,-0.671899435,1.081672906,0.378604485
-0.635941154,-0.629355416,-1.206175083,1.453526564,-0.36713168
-0.71524292,0.68433074,-0.314797731,0.560136151,-0.679796721
0.21077269,0.715418739,-0.363479856,-0.793886325,-0.041438261
-0.352277875,0.941268299,-0.786299162,-0.226709355,-0.100301433
-0.770425375,2.313251781,-0.048568397,0.372020561,-1.044035484
-0.473634933,0.899943431,-0.107400401,0.406282013,-1.687280314
0.166234459,0.023600423,-1.082220217,0.529378901,-1.269854426
-0.165633062,-0.979292099,-0.99019144,-0.31486277,-0.375527024
-0.31186425,-0.733937145,-1.619424777,0.773900165,0.187073273
-0.161518809,-0.904136107,-1.583042012,1.093287134,-0.123998707
-0.842061081,-0.927868404,-1.138819805,1.195916467,-1.029879945
-0.328809599,-0.421708819,-0.933629027,0.47125473,-0.763225599
-0.001723308,-0.205026347,-0.267401559,-0.529376751,-0.193045728
-0.665802836,-0.619373245,-0.528281316,-0.108868135,0.197165638
-1.160154812,0.735121767,-0.207872439,0.466328378,0.132849079
-1.097073598,-0.026072691,-0.838874439,1.126884,0.140764007
-0.744006806,-0.612471427,-0.842281586,-0.270825366,0.17953633
-1.243241243,-0.090602192,-0.367157546,-0.788235974,0.821048966
-0.162240417,-0.818404902,-0.80255872,0.213937047,1.232350545
-0.991189948,-0.558014308,-0.093311228,1.139624951,-0.171283029
-1.412244765,-0.091125158,-0.719977255,2.395244206,-0.536342971
-0.204071574,-0.052515853,-1.105905954,1.094291775,0.096284175
-0.515004858,0.058570718,-0.474146466,-0.165392406,0.51704648
0.478525484,0.726525695,-0.684003649,0.310825345,0.095754445
